0.312243	0.58034	0	0	0.312243	0.58034	0.6	0.6	5.19994	0	0.287757	0.0196602	5.19994	0	0
0.655022	0.547004	8.97812	3.01007e-16	0.862916	0.534212	0.859997	0.600045	5.19975	0.00179686	0.249819	0.0399995	4.54508	0.00127057	28.1593
1.16194	0.489868	8.94917	-0.909679	1.17385	0.481073	1.11998	0.600225	5.19943	0.00538996	0.205409	0.071597	4.29636	0.528317	0.155642
1.22463	0.546661	8.4991	0.803101	0.969149	0.397513	1.37996	0.600629	5.19898	0.0107781	0.194104	0.067622	4.07022	0.605213	2.02855
1.63387	0.598652	8.50145	1.2454	1.65063	0.62469	1.6399	0.601347	5.19839	0.0179597	0.173633	0.060495	3.92879	0.77094	0.079275
1.86746	0.574726	5.77726	0.31969	1.62331	0.499091	1.89982	0.60247	5.19766	0.0269323	0.159055	0.0563737	3.59428	0.713845	2.10564
2.16377	0.608887	5.82147	0.456815	2.18882	0.648739	2.1597	0.604086	5.19678	0.0376932	0.147264	0.0522234	3.33602	0.679612	0.157619
2.36733	0.66179	5.32275	0.94445	1.96701	0.557117	2.41954	0.606284	5.19573	0.0502389	0.138984	0.0526449	3.12088	0.709993	2.28931
2.63472	0.688805	5.41969	0.838857	2.65526	0.66598	2.67932	0.609155	5.1945	0.0645654	0.131876	0.056289	2.94336	0.717422	0.0729928
2.91119	0.660759	5.619	0.111119	2.92034	0.645898	2.93904	0.612786	5.19309	0.080668	0.125418	0.0555135	2.79556	0.680675	0.183771
3.12772	0.653122	5.27913	-0.0371168	3.01222	0.637046	3.19869	0.617267	5.19147	0.0985415	0.121481	0.0540228	2.66559	0.650285	0.879691
3.42856	0.516259	5.61496	-1.7194	3.56096	0.485311	3.45825	0.622685	5.18963	0.11818	0.116625	0.0601593	2.55506	0.817939	1.0309
3.74995	0.365407	5.63395	-3.02166	3.89365	0.311793	3.71772	0.62913	5.18754	0.139576	0.112406	0.0932242	2.45794	1.17741	1.54889
4.04174	0.534703	5.00001	-0.277508	4.19786	0.698311	3.97708	0.636689	5.18519	0.162724	0.109687	0.0938772	2.36905	1.14066	4.47748
4.28536	0.543183	4.92667	0.069469	4.30935	0.578564	4.23632	0.645449	5.18256	0.187614	0.106721	0.0944597	2.28967	1.10241	0.133099
4.53581	0.615638	5.27397	0.970734	4.61908	0.68951	4.49542	0.655498	5.17962	0.214238	0.103824	0.0920015	2.21709	1.08402	0.578226
4.62549	0.830897	3.66324	2.6217	4.35143	0.899174	4.75437	0.666921	5.17634	0.242587	0.105463	0.097714	2.18198	1.19956	5.96047
4.91234	0.777435	4.60319	1.47963	5.20901	0.66599	5.01315	0.679804	5.1727	0.272649	0.10521	0.0977094	2.12475	1.19997	3.53159
5.23983	0.73603	5.03712	0.48164	5.51894	0.648233	5.27175	0.694234	5.16867	0.304413	0.102666	0.0955855	2.0683	1.16867	5.74931
5.48917	0.719081	5.77367	-0.0185551	5.22834	0.639362	5.53013	0.710295	5.16422	0.337868	0.100484	0.0931859	2.02053	1.14187	1.19727
